Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,source_etf,Type,Notional Weight,Market Weight
EP,EMPIRE PETROLEUM CORP,Energy,Equity,"992,654.46",0.0,"992,654.46","317,142.00",3.13,United States,Nyse Mkt Llc,USD,1.0,USD,-,IWM,,,
TZOO,TRAVELZOO,Communication,Equity,"979,132.50",0.0,"979,132.50","130,551.00",7.50,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SI,SHOULDER INNOVATIONS INC,Health Care,Equity,"968,701.14",0.0,"968,701.14","86,337.00",11.22,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
TSE,TRINSEO PLC,Materials,Equity,"966,076.02",0.0,"966,076.02","766,727.00",1.26,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ELA,ENVELA CORP,Consumer Discretionary,Equity,"935,641.70",0.0,"935,641.70","90,839.00",10.30,United States,Nyse Mkt Llc,USD,1.0,USD,-,IWM,,,
SWKH,SWK HOLDINGS CORP,Financials,Equity,"914,481.00",0.0,"914,481.00","54,825.00",16.68,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SVCO,SILVACO GROUP INC,Information Technology,Equity,"917,026.59",0.0,"917,026.59","187,531.00",4.89,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SEAT,VIVID SEATS INC CLASS A,Communication,Equity,"882,562.56",0.0,"882,562.56","83,576.00",10.56,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
PROP,PRAIRIE OPERATING,Energy,Equity,"883,117.20",0.0,"883,117.20","479,955.00",1.84,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CURV,TORRID HOLDINGS INC,Consumer Discretionary,Equity,"884,620.04",0.0,"884,620.04","749,678.00",1.18,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
VHI,VALHI INC,Materials,Equity,"873,576.00",0.0,"873,576.00","66,180.00",13.20,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
MKTW,MARKETWISE INC CLASS A,Financials,Equity,"877,613.30",0.0,"877,613.30","52,270.00",16.79,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
HQI,HIREQUEST INC,Industrials,Equity,"866,596.32",0.0,"866,596.32","103,536.00",8.37,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SLND,SOUTHLAND HOLDINGS INC,Industrials,Equity,"832,926.90",0.0,"832,926.90","188,445.00",4.42,United States,Nyse Mkt Llc,USD,1.0,USD,-,IWM,,,
SIEB,SIEBERT FINANCIAL CORP,Financials,Equity,"781,818.90",0.0,"781,818.90","295,026.00",2.65,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ACTU,ACTUATE THERAPEUTICS INC,Health Care,Equity,"730,255.68",0.0,"730,255.68","117,216.00",6.23,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
OPAL,OPAL FUELS INC CLASS A,Energy,Equity,"732,633.80",0.0,"732,633.80","362,690.00",2.02,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
VALU,VALUE LINE INC,Financials,Equity,"733,869.00",0.0,"733,869.00","20,106.00",36.50,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TEAD,TEADS HOLDING,Communication,Equity,"736,028.12",0.0,"736,028.12","925,938.00",0.79,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ISPR,ISPIRE TECHNOLOGY INC,Consumer Staples,Equity,"715,417.14",0.0,"715,417.14","437,564.00",1.64,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
NXXT,NEXTNRG INC,Energy,Equity,"698,323.78",0.0,"698,323.78","453,457.00",1.54,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
COOK,TRAEGER INC,Consumer Discretionary,Equity,"685,092.22",0.0,"685,092.22","794,955.00",0.86,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
BEEP,MOBILE INFRASTRUCTURE CORP,Industrials,Equity,"669,219.32",0.0,"669,219.32","205,282.00",3.26,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
INMB,INMUNE BIO INC,Health Care,Equity,"663,973.98",0.0,"663,973.98","407,346.00",1.63,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,Equity,"640,846.02",0.0,"640,846.02","28,906.00",22.17,United States,Nyse Mkt Llc,USD,1.0,USD,-,IWM,,,
TVRD,TVARDI THERAPEUTICS INC,Health Care,Equity,"624,962.80",0.0,"624,962.80","158,620.00",3.94,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
NEON,NEONODE INC,Information Technology,Equity,"607,093.15",0.0,"607,093.15","260,555.00",2.33,Sweden,NASDAQ,USD,1.0,USD,-,IWM,,,
MYO,MYOMO INC,Health Care,Equity,"596,984.35",0.0,"596,984.35","730,703.00",0.82,United States,Nyse Mkt Llc,USD,1.0,USD,-,IWM,,,
ARL,AMERICAN REALTY INVESTORS INC,Real Estate,Equity,"497,466.32",0.0,"497,466.32","30,004.00",16.58,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
RBKB,RHINEBECK BANCORP INC,Financials,Equity,"483,111.34",0.0,"483,111.34","49,754.00",9.71,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
AFRI,FORAFRIC GLOBAL PLC,Consumer Staples,Equity,"433,178.55",0.0,"433,178.55","45,839.00",9.45,Gibraltar,NASDAQ,USD,1.0,USD,-,IWM,,,
SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,Equity,"421,559.60",0.0,"421,559.60","136,870.00",3.08,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
VRM,VROOM INC,Financials,Equity,"413,282.10",0.0,"413,282.10","17,891.00",23.10,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
GOCO,GOHEALTH INC CLASS A,Financials,Equity,"415,230.37",0.0,"415,230.37","117,629.00",3.53,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
GMGI,GOLDEN MATRIX GROUP INC,Communication,Equity,"372,944.95",0.0,"372,944.95","382,979.00",0.97,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SAFX,XCF GLOBAL INC CLASS A,Energy,Equity,"353,065.88",0.0,"353,065.88","526,964.00",0.67,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
VGAS,VERDE CLEAN FUELS INC CLASS A,Energy,Equity,"269,327.24",0.0,"269,327.24","83,642.00",3.22,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TVGN,TEVOGEN BIO HOLDINGS INC,Health Care,Equity,"227,956.13",0.0,"227,956.13","485,840.00",0.47,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ADRO,CHINOOK THERAPEUTICS INC,Health Care,Equity,"223,817.75",0.0,"223,817.75","1,316,575.00",0.17,United States,NO MARKET (E.G. UNLISTED),USD,1.0,USD,-,IWM,,,
ZSPC,ZSPACE,Consumer Discretionary,Equity,"49,468.73",0.0,"49,468.73","59,565.00",0.83,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
THRD,THIRD HARMONIC BIO INC,Health Care,Equity,"18,103.44",0.0,"18,103.44","603,448.00",0.03,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CAD,CAD CASH,Cash and/or Derivatives,Cash,0.01,0.0,0.01,0.00,70.77,Canada,-,USD,1.41,CAD,-,IWM,,,
PDLI,PDL BIOPHARMA INC,Health Care,Equity,0.12,0.0,0.12,"11,853.00",0.00,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
GTXI,GTXI INC - CVR,Health Care,Equity,0.13,0.0,0.13,"13,273.00",0.00,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
P5N994,Petrocorp Inc Escrow,Energy,Equity,0.26,0.0,0.26,"26,106.00",0.00,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,USD,-,IWM,,,
SBT,STERLING BANCORP INC,Financials,Equity,5.81,0.0,5.81,"580,763.00",0.00,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
RTYZ5,RUSSELL 2000 EMINI CME DEC 25,Cash and/or Derivatives,Futures,0.00,0.0,"215,795,860.00","1,778.00","2,427.40",-,Chicago Mercantile Exchange,USD,1.0,USD,-,IWM,,,
,,,,,,,,,,,,,,,IWM,,,
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights- Such content is solely for your personal, non-commercial use- Accordingly, you may not copy, distribute, modify, post, frame or deep link this content- You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials- Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights-
Holdings subject to change- See www-iShares-com for the most recent funds holdings-
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”)- The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”)- Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U-S- currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p-m- London- The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values- The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above-
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures-
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING- THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW-ISHARES-COM OR WWW-BLACKROCK-COM- READ THE PROSPECTUS CAREFULLY BEFORE INVESTING- INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL-
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular-
This material is strictly for illustrative, educational, or informational purposes and is subject to change-
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”)-
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc-, Markit Indices Limited, Morningstar, Inc-, Nasdaq, Inc-, National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc-, Russell, S&P Dow Jones Indices LLC or STOXX Ltd- None of these companies make any representation regarding the advisability of investing in the Funds- With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above- Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index- Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U-S- Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index- “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license-
©2023 BlackRock, Inc or its affiliates- All rights reserved- iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc- or its affiliates- All other trademarks are those of their respective owners-",,,,,,,,,,,,,,,IWM,,,
SNDK,SANDISK CORP,Information Technology,Equity,"1,675,347,792.51",,"1,675,347,792.51","8,066,579.00",207.69,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,1.97,1.97
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"569,240,119.70",,"569,240,119.70","12,646,970.00",45.01,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.67,0.67
AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,Equity,"472,979,771.76",,"472,979,771.76","2,528,222.00",187.08,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.55,0.56
QRVO,QORVO INC,Information Technology,Equity,"429,313,159.44",,"429,313,159.44","4,927,837.00",87.12,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.50,0.50
CORT,CORCEPT THERAPEUTICS INC,Health Care,Equity,"400,460,490.30",,"400,460,490.30","5,481,255.00",73.06,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.47,0.47
EMN,EASTMAN CHEMICAL,Materials,Equity,"400,201,516.68",,"400,201,516.68","6,710,287.00",59.64,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.47,0.47
AL,AIR LEASE CORP CLASS A,Industrials,Equity,"391,453,687.50",,"391,453,687.50","6,140,450.00",63.75,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.46,0.46
ESI,ELEMENT SOLUTIONS INC,Materials,Equity,"355,369,983.18",,"355,369,983.18","13,274,934.00",26.77,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.42,0.42
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"349,061,685.36",,"349,061,685.36","8,547,054.00",40.84,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.41,0.41
ETSY,ETSY INC,Consumer Discretionary,Equity,"329,031,210.40",,"329,031,210.40","5,792,803.00",56.80,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.39,0.39
GTES,GATES INDUSTRIAL PLC,Industrials,Equity,"324,150,641.98",,"324,150,641.98","15,055,766.00",21.53,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.38,0.38
SEE,SEALED AIR CORP,Materials,Equity,"317,564,154.13",,"317,564,154.13","8,603,743.00",36.91,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.37,0.37
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"317,184,006.75",,"317,184,006.75","1,913,629.00",165.75,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.37,0.37
RAL,RALLIANT CORP,Information Technology,Equity,"308,797,840.56",,"308,797,840.56","6,589,796.00",46.86,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.36,0.36
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,Equity,"293,144,914.48",,"293,144,914.48","2,981,539.00",98.32,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.34,0.34
TFX,TELEFLEX INC,Health Care,Equity,"280,290,987.39",,"280,290,987.39","2,583,089.00",108.51,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.33,0.33
KMX,CARMAX INC,Consumer Discretionary,Equity,"270,861,048.16",,"270,861,048.16","8,771,407.00",30.88,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.32,0.32
MDU,MDU RESOURCES GROUP INC,Utilities,Equity,"246,295,858.06",,"246,295,858.06","11,944,513.00",20.62,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.29,0.29
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"238,243,406.52",,"238,243,406.52","7,643,356.00",31.17,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.28,0.28
CE,CELANESE CORP,Materials,Equity,"231,145,562.61",,"231,145,562.61","6,401,151.00",36.11,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.27,0.27
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Equity,"226,011,680.00",,"226,011,680.00","1,048,000.00",215.66,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.27,0.27
MRP,MILLROSE PROPERTIES INC CLASS A,Real Estate,Equity,"219,555,613.17",,"219,555,613.17","7,030,279.00",31.23,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.26,0.26
AGO,ASSURED GUARANTY LTD,Financials,Equity,"213,297,424.76",,"213,297,424.76","2,615,221.00",81.56,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.25,0.25
WSC,WILLSCOT HOLDINGS CORP CLASS A,Industrials,Equity,"208,677,423.35",,"208,677,423.35","10,674,037.00",19.55,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.24,0.25
AMTM,AMENTUM HOLDINGS INC,Industrials,Equity,"195,276,772.19",,"195,276,772.19","8,961,761.00",21.79,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.23,0.23
BRC,BRADY NONVOTING CORP CLASS A,Industrials,Equity,"192,625,682.98",,"192,625,682.98","2,577,277.00",74.74,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.23,0.23
HAYW,HAYWARD HOLDINGS INC,Industrials,Equity,"186,365,480.73",,"186,365,480.73","11,655,127.00",15.99,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.22,0.22
HIW,HIGHWOODS PROPERTIES REIT INC,Real Estate,Equity,"181,582,998.72",,"181,582,998.72","6,318,128.00",28.74,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.21,0.21
FHB,FIRST HAWAIIAN INC,Financials,Equity,"177,853,798.64",,"177,853,798.64","7,286,104.00",24.41,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.21,0.21
CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Equity,"170,528,773.44",,"170,528,773.44","4,889,013.00",34.88,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.20,0.20
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"167,605,165.60",,"167,605,165.60","8,747,660.00",19.16,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.20,0.20
VIRT,VIRTU FINANCIAL INC CLASS A,Financials,Equity,"163,012,338.93",,"163,012,338.93","4,648,199.00",35.07,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.19,0.19
FRPT,FRESHPET INC,Consumer Staples,Equity,"160,400,016.00",,"160,400,016.00","2,864,286.00",56.00,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.19,0.19
TDC,TERADATA CORP,Information Technology,Equity,"156,389,252.60",,"156,389,252.60","5,526,122.00",28.30,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.18,0.18
RHI,ROBERT HALF,Industrials,Equity,"152,700,210.27",,"152,700,210.27","5,870,827.00",26.01,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.18,0.18
MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,"145,247,502.96",,"145,247,502.96","28,818,949.00",5.04,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.17,0.17
DXC,DXC TECHNOLOGY,Information Technology,Equity,"142,755,762.60",,"142,755,762.60","10,465,965.00",13.64,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.17,0.17
SEDG,SOLAREDGE TECHNOLOGIES INC,Information Technology,Equity,"134,991,943.20",,"134,991,943.20","3,472,015.00",38.88,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.16,0.16
INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity,"132,463,381.20",,"132,463,381.20","1,580,520.00",83.81,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.16,0.16
IAC,IAC INC,Communication,Equity,"131,704,557.18",,"131,704,557.18","3,974,187.00",33.14,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.15,0.15
PENN,PENN ENTERTAINMENT INC,Consumer Discretionary,Equity,"120,350,746.20",,"120,350,746.20","8,215,068.00",14.65,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.14,0.14
ACHC,ACADIA HEALTHCARE COMPANY INC,Health Care,Equity,"109,880,515.20",,"109,880,515.20","5,423,520.00",20.26,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.13,0.13
WU,WESTERN UNION,Financials,Equity,"107,439,292.80",,"107,439,292.80","11,577,510.00",9.28,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.13,0.13
OGN,ORGANON,Health Care,Equity,"102,456,164.25",,"102,456,164.25","15,269,175.00",6.71,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.12,0.12
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"100,782,294.48",,"100,782,294.48","5,713,282.00",17.64,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.12,0.12
FMC,FMC CORP,Materials,Equity,"95,152,861.57",,"95,152,861.57","7,336,381.00",12.97,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.11,0.11
DV,DOUBLEVERIFY HOLDINGS INC,Communication,Equity,"87,139,218.67",,"87,139,218.67","7,943,411.00",10.97,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.10,0.10
WEN,WENDYS,Consumer Discretionary,Equity,"81,699,221.80",,"81,699,221.80","9,252,460.00",8.83,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.10,0.10
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Equity,"79,491,844.95",,"79,491,844.95","3,198,867.00",24.85,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.09,0.09
CERT,CERTARA INC,Health Care,Equity,"79,415,328.51",,"79,415,328.51","7,046,613.00",11.27,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.09,0.09
MAN,MANPOWER INC,Industrials,Equity,"77,438,046.40",,"77,438,046.40","2,707,624.00",28.60,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.09,0.09
NWL,NEWELL BRANDS INC,Consumer Discretionary,Equity,"76,242,732.28",,"76,242,732.28","24,515,348.00",3.11,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.09,0.09
CWENA,CLEARWAY ENERGY INC CLASS A,Utilities,Equity,"68,469,576.30",,"68,469,576.30","2,086,215.00",32.82,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.08,0.08
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Equity,"64,580,245.36",,"64,580,245.36","2,914,271.00",22.16,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.08,0.08
EZPW,EZCORP NON VOTING INC CLASS A,Financials,Equity,"59,687,844.69",,"59,687,844.69","3,389,429.00",17.61,United States,NASDAQ,USD,1.0,USD,-,IJR,EQUITY,0.07,0.07
GES,GUESS INC,Consumer Discretionary,Equity,"30,515,407.05",,"30,515,407.05","1,800,319.00",16.95,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJR,EQUITY,0.04,0.04
GSISW,CASH COLLATERAL USD GSISW,Cash and/or Derivatives,Cash Collateral and Margins,"28,020,000.00",,"28,020,000.00","28,020,000.00",100.00,United States,-,USD,1.0,USD,"May 01, 2002",IJR,COLLATERAL,0.03,0.03
RBCFT,CASH COLLATERAL USD RBCFT,Cash and/or Derivatives,Cash Collateral and Margins,"10,890,000.00",,"10,890,000.00","10,890,000.00",100.00,United States,-,USD,1.0,USD,"Nov 12, 2024",IJR,COLLATERAL,0.01,0.01
PARSW,CASH COLLATERAL USD PARSW,Cash and/or Derivatives,Cash Collateral and Margins,"8,604,617.72",,"8,604,617.72","8,600,000.00",100.00,France,-,USD,1.0,USD,"Apr 01, 2002",IJR,COLLATERAL,0.01,0.01
ETD_USD,ETD USD BALANCE WITH R93535,Cash and/or Derivatives,Cash,18.21,,18.21,18.00,100.00,United States,-,USD,1.0,USD,"Jan 01, 2000",IJR,CASH,-,-
HSBBK,CASH COLLATERAL USD HSBSW,Cash and/or Derivatives,Cash Collateral and Margins,"-10,905,852.69",,"-10,905,852.69","-10,900,000.00",100.00,United States,-,USD,1.0,USD,"Jan 01, 2001",IJR,COLLATERAL,-0.01,-0.01
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"1,076,440,321.98",,"1,076,440,321.98","1,123,891.00",957.78,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,1.09,1.10
PSTG,PURE STORAGE INC CLASS A,Information Technology,Equity,"922,793,350.44",,"922,793,350.44","9,912,916.00",93.09,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.94,0.94
CIEN,CIENA CORP,Information Technology,Equity,"909,260,699.76",,"909,260,699.76","4,513,356.00",201.46,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.92,0.92
COHR,COHERENT CORP,Information Technology,Equity,"790,558,428.60",,"790,558,428.60","4,962,702.00",159.30,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.80,0.80
FLEX,FLEX LTD,Information Technology,Equity,"758,633,853.64",,"758,633,853.64","11,982,844.00",63.31,United States,NASDAQ,USD,1.0,USD,-,IJH,EQUITY,0.77,0.77
CW,CURTISS WRIGHT CORP,Industrials,Equity,"692,822,349.95",,"692,822,349.95","1,202,921.00",575.95,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.70,0.70
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"655,534,232.00",,"655,534,232.00","1,443,908.00",454.00,United States,NASDAQ,USD,1.0,USD,-,IJH,EQUITY,0.67,0.67
TWLO,TWILIO INC CLASS A,Information Technology,Equity,"624,477,224.92",,"624,477,224.92","4,898,629.00",127.48,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.63,0.64
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,"620,933,621.76",,"620,933,621.76","1,187,072.00",523.08,United States,NASDAQ,USD,1.0,USD,-,IJH,EQUITY,0.63,0.63
SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Discretionary,Equity,"596,256,670.62",,"596,256,670.62","6,701,019.00",88.98,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.61,0.61
ILMN,ILLUMINA INC,Health Care,Equity,"594,300,213.21",,"594,300,213.21","4,907,111.00",121.11,United States,NASDAQ,USD,1.0,USD,-,IJH,EQUITY,0.60,0.60
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"588,843,582.40",,"588,843,582.40","8,558,773.00",68.80,United States,NASDAQ,USD,1.0,USD,-,IJH,EQUITY,0.60,0.60
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"578,795,017.08",,"578,795,017.08","2,688,069.00",215.32,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.59,0.59
THC,TENET HEALTHCARE CORP,Health Care,Equity,"575,967,717.36",,"575,967,717.36","2,820,744.00",204.19,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.59,0.59
RBA,RB GLOBAL INC,Industrials,Equity,"570,095,145.09",,"570,095,145.09","5,925,529.00",96.21,Canada,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.58,0.58
BWXT,BWX TECHNOLOGIES INC,Industrials,Equity,"565,897,436.50",,"565,897,436.50","2,918,050.00",193.93,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IJH,EQUITY,0.58,0.58
