Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,source_etf,Type,Notional Weight,Market Weight
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,"42,324,973.10",0.06,"42,324,973.10","562,010.00",75.31,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
MTX,MINERALS TECHNOLOGIES INC,Materials,Equity,"42,218,905.50",0.06,"42,218,905.50","760,701.00",55.50,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
WOR,WORTHINGTON ENTERPRISES INC,Industrials,Equity,"42,029,443.89",0.06,"42,029,443.89","761,817.00",55.17,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
SYBT,STOCK YARDS BANCORP INC,Financials,Equity,"42,001,672.18",0.06,"42,001,672.18","634,754.00",66.17,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
NNI,NELNET INC CLASS A,Financials,Equity,"41,944,740.20",0.06,"41,944,740.20","323,149.00",129.80,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Equity,"41,828,636.64",0.06,"41,828,636.64","4,796,862.00",8.72,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
NTST,NETSTREIT CORP,Real Estate,Equity,"41,814,527.22",0.06,"41,814,527.22","2,300,029.00",18.18,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
DX,DYNEX CAPITAL REIT INC,Financials,Equity,"41,749,948.95",0.06,"41,749,948.95","3,127,337.00",13.35,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
MRX,MAREX GROUP PLC,Financials,Equity,"41,752,176.00",0.06,"41,752,176.00","1,302,720.00",32.05,United Kingdom,NASDAQ,USD,1.0,USD,-,IWM,,,
MNKD,MANNKIND CORP,Health Care,Equity,"41,724,176.70",0.06,"41,724,176.70","7,320,031.00",5.70,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TPB,TURNING POINT BRANDS INC,Consumer Staples,Equity,"41,671,726.13",0.06,"41,671,726.13","415,927.00",100.19,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,Equity,"41,542,986.53",0.06,"41,542,986.53","4,386,799.00",9.47,Brazil,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,"41,214,512.00",0.06,"41,214,512.00","628,270.00",65.60,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
BELFB,BEL FUSE INC CLASS B,Information Technology,Equity,"41,173,132.00",0.06,"41,173,132.00","257,075.00",160.16,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,Equity,"41,051,695.36",0.06,"41,051,695.36","1,056,128.00",38.87,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,"40,996,734.24",0.06,"40,996,734.24","8,873,752.00",4.62,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CASH,PATHWARD FINANCIAL INC,Financials,Equity,"40,907,901.24",0.06,"40,907,901.24","605,236.00",67.59,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ARLO,ARLO TECHNOLOGIES INC,Information Technology,Equity,"40,768,617.12",0.06,"40,768,617.12","2,406,648.00",16.94,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
NGVT,INGEVITY CORP,Materials,Equity,"40,728,118.20",0.06,"40,728,118.20","881,561.00",46.20,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
NIC,NICOLET BANKSHARES INC,Financials,Equity,"40,711,484.48",0.06,"40,711,484.48","327,368.00",124.36,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
DHT,DHT HOLDINGS INC,Energy,Equity,"40,570,681.41",0.06,"40,570,681.41","3,066,567.00",13.23,Bermuda,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
AVDL,AVADEL PHARMACEUTICALS ORD,Health Care,Equity,"40,462,788.59",0.06,"40,462,788.59","2,162,629.00",18.71,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
OMCL,OMNICELL INC,Health Care,Equity,"40,399,180.56",0.06,"40,399,180.56","1,129,731.00",35.76,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SGRY,SURGERY PARTNERS INC,Health Care,Equity,"40,364,195.28",0.06,"40,364,195.28","1,867,848.00",21.61,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary,Equity,"40,331,086.18",0.06,"40,331,086.18","2,382,226.00",16.93,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,"40,331,677.65",0.06,"40,331,677.65","1,383,591.00",29.15,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
UFPT,UFP TECHNOLOGIES INC,Health Care,Equity,"40,298,647.46",0.06,"40,298,647.46","180,898.00",222.77,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,"40,207,128.92",0.06,"40,207,128.92","3,460,166.00",11.62,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CHCO,CITY HOLDING,Financials,Equity,"40,000,161.78",0.06,"40,000,161.78","335,403.00",119.26,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
FIVN,FIVE9 INC,Information Technology,Equity,"39,982,892.64",0.06,"39,982,892.64","1,856,216.00",21.54,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TNET,TRINET GROUP INCINARY,Industrials,Equity,"39,985,464.64",0.06,"39,985,464.64","724,112.00",55.22,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
LQDA,LIQUIDIA CORP,Health Care,Equity,"39,809,664.00",0.06,"39,809,664.00","1,555,065.00",25.60,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
BBAI,BIGBEAR.AI HOLDINGS INC,Information Technology,Equity,"39,718,733.04",0.06,"39,718,733.04","7,017,444.00",5.66,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,Equity,"39,692,969.80",0.06,"39,692,969.80","1,268,146.00",31.30,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ANIP,ANI PHARMACEUTICALS INC,Health Care,Equity,"39,603,661.37",0.06,"39,603,661.37","438,919.00",90.23,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Equity,"39,606,031.92",0.06,"39,606,031.92","867,412.00",45.66,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"39,570,239.04",0.06,"39,570,239.04","1,114,027.00",35.52,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,"39,447,218.72",0.06,"39,447,218.72","869,456.00",45.37,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,Equity,"39,314,592.72",0.06,"39,314,592.72","580,632.00",67.71,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ENOV,ENOVIS CORP,Health Care,Equity,"39,290,365.80",0.06,"39,290,365.80","1,382,490.00",28.42,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CRK,COMSTOCK RESOURCES INC,Energy,Equity,"39,261,473.00",0.06,"39,261,473.00","1,800,985.00",21.80,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,"39,209,670.00",0.06,"39,209,670.00","726,105.00",54.00,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,Equity,"39,158,738.10",0.06,"39,158,738.10","2,807,078.00",13.95,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ANDE,ANDERSONS INC,Consumer Staples,Equity,"39,042,520.00",0.06,"39,042,520.00","797,600.00",48.95,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,Equity,"39,008,306.26",0.06,"39,008,306.26","610,841.00",63.86,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"38,849,278.23",0.06,"38,849,278.23","2,488,743.00",15.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ADNT,ADIENT PLC,Consumer Discretionary,Equity,"38,852,800.22",0.06,"38,852,800.22","2,047,039.00",18.98,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
IPAR,INTERPARFUMS INC,Consumer Staples,Equity,"38,781,869.66",0.06,"38,781,869.66","442,009.00",87.74,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
BLBD,BLUE BIRD CORP,Industrials,Equity,"38,752,505.26",0.06,"38,752,505.26","766,769.00",50.54,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
IMVT,IMMUNOVANT INC,Health Care,Equity,"38,743,008.66",0.06,"38,743,008.66","1,636,798.00",23.67,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,Equity,"38,658,606.05",0.06,"38,658,606.05","1,057,691.00",36.55,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
FLYW,FLYWIRE CORP,Financials,Equity,"38,615,023.88",0.06,"38,615,023.88","2,851,922.00",13.54,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,"38,574,846.42",0.06,"38,574,846.42","4,858,293.00",7.94,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
DEI,DOUGLAS EMMETT REIT INC,Real Estate,Equity,"38,499,649.65",0.06,"38,499,649.65","3,216,345.00",11.97,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,"38,285,000.00",0.06,"38,285,000.00","306,280.00",125.00,United States,Nyse Mkt Llc,USD,1.0,USD,-,IWM,,,
AAOI,APPLIED OPTOELECTRONICS INC,Information Technology,Equity,"38,229,513.90",0.06,"38,229,513.90","1,313,729.00",29.10,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ROG,ROGERS CORP,Information Technology,Equity,"37,904,031.30",0.06,"37,904,031.30","448,834.00",84.45,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,Equity,"37,839,227.58",0.06,"37,839,227.58","1,602,678.00",23.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CECO,CECO ENVIRONMENTAL CORP,Industrials,Equity,"37,792,555.64",0.06,"37,792,555.64","704,822.00",53.62,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
PPTA,PERPETUA RESOURCES CORP,Materials,Equity,"37,778,219.25",0.06,"37,778,219.25","1,811,905.00",20.85,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TRUP,TRUPANION INC,Financials,Equity,"37,754,687.91",0.06,"37,754,687.91","896,999.00",42.09,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ACMR,ACM RESEARCH CLASS A INC,Information Technology,Equity,"37,743,271.00",0.06,"37,743,271.00","1,220,675.00",30.92,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SPNT,SIRIUSPOINT LTD,Financials,Equity,"37,717,205.89",0.06,"37,717,205.89","1,947,197.00",19.37,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,"37,518,209.76",0.06,"37,518,209.76","625,512.00",59.98,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,Equity,"37,318,293.30",0.05,"37,318,293.30","4,078,502.00",9.15,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ADEA,ADEIA INC,Information Technology,Equity,"37,145,164.00",0.05,"37,145,164.00","2,653,226.00",14.00,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CENX,CENTURY ALUMINUM,Materials,Equity,"37,135,899.36",0.05,"37,135,899.36","1,281,432.00",28.98,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ATRC,ATRICURE INC,Health Care,Equity,"36,881,113.50",0.05,"36,881,113.50","1,170,829.00",31.50,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CDTX,CIDARA THERAPEUTICS INC,Health Care,Equity,"36,831,386.88",0.05,"36,831,386.88","373,392.00",98.64,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,"36,767,824.24",0.05,"36,767,824.24","226,696.00",162.19,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Equity,"36,679,327.20",0.05,"36,679,327.20","1,069,680.00",34.29,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
VYX,NCR VOYIX CORP,Information Technology,Equity,"36,636,180.05",0.05,"36,636,180.05","3,427,145.00",10.69,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
FSLY,FASTLY INC CLASS A,Information Technology,Equity,"36,637,507.27",0.05,"36,637,507.27","3,339,791.00",10.97,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
APPN,APPIAN CORP CLASS A,Information Technology,Equity,"36,625,475.88",0.05,"36,625,475.88","954,783.00",38.36,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"36,521,479.66",0.05,"36,521,479.66","1,570,141.00",23.26,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CRGY,CRESCENT ENERGY CLASS A,Energy,Equity,"36,501,990.40",0.05,"36,501,990.40","4,304,480.00",8.48,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
IMAX,IMAX CORP,Communication,Equity,"36,405,214.67",0.05,"36,405,214.67","1,057,369.00",34.43,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,Equity,"36,374,238.78",0.05,"36,374,238.78","1,835,229.00",19.82,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ICFI,ICF INTERNATIONAL INC,Industrials,Equity,"36,299,716.44",0.05,"36,299,716.44","445,614.00",81.46,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TILE,INTERFACE INC,Industrials,Equity,"36,299,993.04",0.05,"36,299,993.04","1,408,068.00",25.78,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SLVM,SYLVAMO CORP,Materials,Equity,"36,202,105.68",0.05,"36,202,105.68","840,346.00",43.08,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ABR,ARBOR REALTY TRUST REIT INC,Financials,Equity,"36,184,796.00",0.05,"36,184,796.00","3,837,200.00",9.43,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CTRI,CENTURI HOLDINGS INC,Industrials,Equity,"36,171,237.60",0.05,"36,171,237.60","1,693,410.00",21.36,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
HTO,H2O AMERICA,Utilities,Equity,"36,142,403.00",0.05,"36,142,403.00","764,110.00",47.30,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"36,106,310.88",0.05,"36,106,310.88","2,710,684.00",13.32,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ARCB,ARCBEST CORP,Industrials,Equity,"36,080,724.96",0.05,"36,080,724.96","554,832.00",65.03,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"36,070,114.86",0.05,"36,070,114.86","1,100,034.00",32.79,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,Equity,"36,073,948.32",0.05,"36,073,948.32","995,418.00",36.24,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ENVX,ENOVIX CORP,Industrials,Equity,"35,919,028.32",0.05,"35,919,028.32","3,977,744.00",9.03,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
LIF,LIFE360 INC,Information Technology,Equity,"35,892,875.71",0.05,"35,892,875.71","391,459.00",91.69,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,Equity,"35,743,931.49",0.05,"35,743,931.49","834,846.00",42.81,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
WERN,WERNER ENTERPRISES INC,Industrials,Equity,"35,697,256.71",0.05,"35,697,256.71","1,394,969.00",25.59,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
KALU,KAISER ALUMINIUM CORP,Materials,Equity,"35,661,836.64",0.05,"35,661,836.64","388,812.00",91.72,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,Equity,"35,575,846.90",0.05,"35,575,846.90","2,149,598.00",16.55,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
TNK,TEEKAY TANKERS LTD CLASS A,Energy,Equity,"35,547,552.30",0.05,"35,547,552.30","581,793.00",61.10,Bermuda,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,Equity,"35,530,913.52",0.05,"35,530,913.52","5,054,184.00",7.03,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
GEF,GREIF INC CLASS A,Materials,Equity,"35,488,747.12",0.05,"35,488,747.12","616,981.00",57.52,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PAYO,PAYONEER GLOBAL INC,Financials,Equity,"35,455,732.61",0.05,"35,455,732.61","6,727,843.00",5.27,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ELME,ELME,Real Estate,Equity,"35,421,026.20",0.05,"35,421,026.20","2,137,660.00",16.57,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
MLYS,MINERALYS THERAPEUTICS INC,Health Care,Equity,"35,000,023.91",0.05,"35,000,023.91","945,691.00",37.01,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
QDEL,QUIDELORTHO CORP,Health Care,Equity,"34,869,057.50",0.05,"34,869,057.50","1,640,125.00",21.26,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
WKC,WORLD KINECT CORP,Energy,Equity,"34,853,243.94",0.05,"34,853,243.94","1,339,994.00",26.01,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
LION,LIONSGATE STUDIOS CORP,Communication,Equity,"34,783,779.18",0.05,"34,783,779.18","4,947,906.00",7.03,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
STBA,S AND T BANCORP INC,Financials,Equity,"34,783,793.10",0.05,"34,783,793.10","915,845.00",37.98,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,"34,754,121.48",0.05,"34,754,121.48","968,621.00",35.88,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
LASR,NLIGHT INC,Information Technology,Equity,"34,680,534.93",0.05,"34,680,534.93","1,164,167.00",29.79,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,"34,535,300.78",0.05,"34,535,300.78","601,346.00",57.43,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ATRO,ASTRONICS CORP,Industrials,Equity,"34,516,340.34",0.05,"34,516,340.34","734,234.00",47.01,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,Equity,"34,411,504.40",0.05,"34,411,504.40","675,265.00",50.96,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
WT,WISDOMTREE INC,Financials,Equity,"34,394,971.16",0.05,"34,394,971.16","2,949,826.00",11.66,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,"34,222,792.50",0.05,"34,222,792.50","1,271,750.00",26.91,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
MBC,MASTERBRAND INC,Industrials,Equity,"34,137,884.48",0.05,"34,137,884.48","3,086,608.00",11.06,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
JBLU,JETBLUE AIRWAYS CORP,Industrials,Equity,"33,957,640.25",0.05,"33,957,640.25","7,990,033.00",4.25,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,"33,889,682.88",0.05,"33,889,682.88","2,462,913.00",13.76,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,Equity,"33,851,008.44",0.05,"33,851,008.44","790,542.00",42.82,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
STEL,STELLAR BANCORP INC,Financials,Equity,"33,837,615.72",0.05,"33,837,615.72","1,138,164.00",29.73,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,"33,788,991.11",0.05,"33,788,991.11","857,371.00",39.41,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TXG,10X GENOMICS INC CLASS A,Health Care,Equity,"33,767,825.00",0.05,"33,767,825.00","2,597,525.00",13.00,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary,Equity,"33,746,659.63",0.05,"33,746,659.63","681,613.00",49.51,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
TCBK,TRICO BANCSHARES,Financials,Equity,"33,640,242.20",0.05,"33,640,242.20","752,915.00",44.68,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,"33,622,394.19",0.05,"33,622,394.19","3,434,361.00",9.79,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CNMD,CONMED CORP,Health Care,Equity,"33,459,763.77",0.05,"33,459,763.77","756,837.00",44.21,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
TNC,TENNANT,Industrials,Equity,"33,253,761.54",0.05,"33,253,761.54","446,599.00",74.46,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,"33,188,143.38",0.05,"33,188,143.38","1,177,302.00",28.19,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ASTH,ASTRANA HEALTH INC,Health Care,Equity,"33,004,916.16",0.05,"33,004,916.16","989,356.00",33.36,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ZD,ZIFF DAVIS INC,Communication,Equity,"32,905,747.45",0.05,"32,905,747.45","1,007,833.00",32.65,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,"32,770,534.16",0.05,"32,770,534.16","1,059,164.00",30.94,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
XPRO,EXPRO GROUP HOLDINGS NV,Energy,Equity,"32,750,701.44",0.05,"32,750,701.44","2,505,792.00",13.07,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CCB,COASTAL FINANCIAL CORP,Financials,Equity,"32,642,416.11",0.05,"32,642,416.11","312,577.00",104.43,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CLMT,CALUMET INC,Energy,Equity,"32,600,273.52",0.05,"32,600,273.52","1,670,952.00",19.51,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TDOC,TELADOC HEALTH INC,Health Care,Equity,"32,591,898.24",0.05,"32,591,898.24","4,277,152.00",7.62,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PGNY,PROGYNY INC,Health Care,Equity,"32,532,885.79",0.05,"32,532,885.79","1,806,379.00",18.01,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
RCUS,ARCUS BIOSCIENCES INC,Health Care,Equity,"32,485,893.48",0.05,"32,485,893.48","1,660,833.00",19.56,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
SPNS,SAPIENS INTERNATIONAL NV,Information Technology,Equity,"32,482,918.40",0.05,"32,482,918.40","753,664.00",43.10,Israel,NASDAQ,USD,1.0,USD,-,IWM,,,
NEO,NEOGENOMICS INC,Health Care,Equity,"32,455,904.00",0.05,"32,455,904.00","3,120,760.00",10.40,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ARDX,ARDELYX INC,Health Care,Equity,"32,333,396.25",0.05,"32,333,396.25","5,722,725.00",5.65,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
STAA,STAAR SURGICAL,Health Care,Equity,"32,228,478.16",0.05,"32,228,478.16","1,210,232.00",26.63,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
UVV,UNIVERSAL CORP,Consumer Staples,Equity,"32,198,260.64",0.05,"32,198,260.64","586,703.00",54.88,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PLAB,PHOTRONICS INC,Information Technology,Equity,"32,151,553.56",0.05,"32,151,553.56","1,417,617.00",22.68,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
PAR,PAR TECHNOLOGY CORP,Information Technology,Equity,"32,118,013.45",0.05,"32,118,013.45","968,285.00",33.17,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,"32,092,651.35",0.05,"32,092,651.35","2,459,207.00",13.05,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
